Year,Week,SMN,SMT,VCI,TCI,VHI,Region
2019,14,3.15,2.47,81.11,48.49,64.8,3
2019,15,1.44,4.12,68.48,52.45,60.46,3
2019,16,0.3,1.24,39.79,76.42,58.1,3
2019,17,3.27,2.38,48.42,90.65,69.54,3
2019,18,4.21,3.54,45.93,74.65,60.29,3
2019,19,2.49,0.96,82.23,57.31,69.77,3
2019,20,4.34,4.06,72.05,58.36,65.2,3
2019,21,0.56,1.79,55.77,69.3,62.54,3
2019,22,2.91,0.26,81.66,55.57,68.62,3
2019,23,1.45,4.5,90.61,67.31,78.96,3
2019,24,0.88,4.2,68.68,64.3,66.49,3
2019,25,2.7,2.45,89.52,60.09,74.8,3
2019,26,4.03,0.59,63.79,79.78,71.79,3
2019,27,4.51,1.2,88.78,74.62,81.7,3
2019,28,1.98,0.62,47.34,86.23,66.78,3
2019,29,3.77,1.97,66.46,59.94,63.2,3
2019,30,4.21,1.93,77.52,63.81,70.66,3
2019,31,4.22,2.7,54.39,77.37,65.88,3
2019,32,2.99,2.8,57.59,57.83,57.71,3
2019,33,4.6,3.95,80.5,65.84,73.17,3
2019,34,0.7,3.15,63.63,47.51,55.57,3
2019,35,2.57,1.61,58.05,57.09,57.57,3
2019,36,1.09,2.94,56.22,49.0,52.61,3
2019,37,4.93,2.55,35.95,60.61,48.28,3
2019,38,4.79,0.95,37.02,46.64,41.83,3
2019,39,2.14,3.25,8.38,54.83,31.61,3
2019,40,2.55,3.97,26.6,48.32,37.46,3
2019,41,1.63,1.14,20.2,38.98,29.59,3
2019,42,2.75,0.46,32.18,28.9,30.54,3
2019,43,0.97,4.19,38.26,21.68,29.97,3
2019,44,4.1,1.18,44.34,47.02,45.68,3
2019,45,3.37,0.7,19.74,52.6,36.17,3
2019,46,1.52,4.05,28.49,23.77,26.13,3
2019,47,3.61,1.87,5.08,0.85,2.97,3
2019,48,3.92,0.17,49.01,26.49,37.75,3
2019,49,1.82,1.53,24.38,29.42,26.9,3
2019,50,1.04,2.86,44.86,41.16,43.01,3
2019,51,3.14,4.48,32.09,7.79,19.94,3
2019,52,0.9,0.67,11.12,55.37,33.25,3
2020,1,4.99,2.09,5.35,43.08,24.22,3
2020,2,1.3,2.52,41.87,22.78,32.32,3
2020,3,4.0,1.16,0.0,25.96,12.98,3
2020,4,1.73,0.98,37.75,41.18,39.46,3
2020,5,2.83,0.33,24.69,26.78,25.73,3
2020,6,1.36,4.2,32.12,39.15,35.63,3
2020,7,4.37,4.02,22.9,51.44,37.17,3
2020,8,3.14,2.56,54.6,51.89,53.25,3
2020,9,2.83,4.46,28.31,41.15,34.73,3
2020,10,1.85,3.51,61.37,52.04,56.7,3
2020,11,3.26,1.19,72.55,65.86,69.2,3
2020,12,2.18,1.86,54.14,46.31,50.23,3
2020,13,4.54,2.04,67.71,65.09,66.4,3
2020,14,4.97,4.85,73.47,58.83,66.15,3
2020,15,0.21,4.14,50.53,63.81,57.17,3
2020,16,1.47,3.24,70.57,68.03,69.3,3
2020,17,1.97,4.58,57.32,38.44,47.88,3
2020,18,1.87,3.35,72.92,44.64,58.78,3
2020,19,0.6,1.18,79.33,64.7,72.01,3
2020,20,0.91,2.57,59.13,79.57,69.35,3
2020,21,1.53,4.07,63.66,66.1,64.88,3
2020,22,1.48,3.23,61.79,65.17,63.48,3
2020,23,3.42,2.41,77.58,59.43,68.51,3
2020,24,1.25,3.34,66.91,73.95,70.43,3
2020,25,1.78,2.05,41.74,74.42,58.08,3
2020,26,3.29,2.26,84.09,51.79,67.94,3
2020,27,1.49,0.52,42.81,48.21,45.51,3
2020,28,2.78,3.89,53.05,48.44,50.75,3
2020,29,4.15,4.93,73.75,59.58,66.66,3
2020,30,3.03,0.73,67.6,71.14,69.37,3
2020,31,2.58,3.5,71.8,77.06,74.43,3
2020,32,2.05,3.62,76.37,24.93,50.65,3
2020,33,4.45,1.07,53.48,60.61,57.04,3
2020,34,3.24,2.14,78.6,48.98,63.79,3
2020,35,1.45,3.27,60.31,74.87,67.59,3
2020,36,0.12,2.79,59.68,38.19,48.94,3
2020,37,2.63,3.26,23.32,38.44,30.88,3
2020,38,2.02,0.26,42.58,68.16,55.37,3
2020,39,1.98,2.36,57.77,39.87,48.82,3
2020,40,0.4,3.11,26.66,31.68,29.17,3
2020,41,2.78,4.01,71.01,28.79,49.9,3
2020,42,2.55,1.83,48.84,49.01,48.92,3
2020,43,3.11,0.14,31.1,25.18,28.14,3
2020,44,2.48,2.18,40.43,58.25,49.34,3
2020,45,0.63,1.52,13.6,37.58,25.59,3
2020,46,2.45,2.9,41.64,55.61,48.63,3
2020,47,0.58,4.49,3.27,42.15,22.71,3
2020,48,2.37,3.81,54.3,44.87,49.59,3
2020,49,4.46,1.6,20.86,36.39,28.62,3
2020,50,3.53,4.59,44.69,47.69,46.19,3
2020,51,3.14,4.9,42.5,11.88,27.19,3
2020,52,0.83,3.84,34.5,34.92,34.71,3
2021,1,0.24,0.48,49.23,42.4,45.82,3
2021,2,3.05,4.54,35.8,29.29,32.54,3
2021,3,1.13,0.14,23.7,38.09,30.89,3
2021,4,4.99,2.12,46.17,46.67,46.42,3
2021,5,0.61,0.7,45.94,42.59,44.27,3
2021,6,1.33,4.08,56.09,57.88,56.99,3
2021,7,2.68,3.47,27.04,38.15,32.6,3
2021,8,1.89,0.24,77.11,44.97,61.04,3
2021,9,3.21,1.03,46.21,38.91,42.56,3
2021,10,1.12,0.79,65.82,79.34,72.58,3
2021,11,1.3,3.72,40.84,65.32,53.08,3
2021,12,4.38,3.47,41.25,65.02,53.14,3
2021,13,3.66,1.14,43.85,32.79,38.32,3
2021,14,2.74,3.08,90.96,51.82,71.39,3
2021,15,2.11,2.71,40.47,61.09,50.78,3
2021,16,2.19,4.87,72.93,74.02,73.47,3
2021,17,1.77,1.22,62.38,58.45,60.41,3
2021,18,0.97,1.54,60.21,63.71,61.96,3
2021,19,4.01,0.99,79.11,67.73,73.42,3
2021,20,1.62,4.05,61.9,64.78,63.34,3
2021,21,2.25,1.07,51.83,62.82,57.33,3
2021,22,1.81,4.69,65.64,35.33,50.49,3
2021,23,3.83,3.34,87.73,67.59,77.66,3
2021,24,3.11,1.84,67.88,64.88,66.38,3
2021,25,3.7,4.81,67.23,52.5,59.86,3
2021,26,4.27,1.74,79.8,37.87,58.83,3
2021,27,4.51,0.88,61.14,54.67,57.91,3
2021,28,4.25,4.69,60.22,38.23,49.22,3
2021,29,0.89,0.87,75.7,59.75,67.73,3
2021,30,1.01,2.49,63.47,67.79,65.63,3
2021,31,4.33,2.89,69.99,64.5,67.25,3
2021,32,3.07,3.82,59.75,70.31,65.03,3
2021,33,1.82,3.16,45.87,53.75,49.81,3
2021,34,1.54,0.26,48.91,49.47,49.19,3
2021,35,0.71,3.53,39.43,62.28,50.86,3
2021,36,1.44,1.17,59.08,48.1,53.59,3
2021,37,4.15,1.12,54.13,59.46,56.8,3
2021,38,4.39,3.34,68.94,31.3,50.12,3
2021,39,3.61,4.9,41.48,59.54,50.51,3
2021,40,4.4,2.11,73.69,47.15,60.42,3
2021,41,0.19,2.53,51.27,11.25,31.26,3
2021,42,0.53,2.35,42.69,37.73,40.21,3
2021,43,1.48,1.9,46.05,58.63,52.34,3
2021,44,1.69,3.37,33.84,37.31,35.58,3
2021,45,2.82,4.03,24.22,10.95,17.58,3
2021,46,0.74,0.47,24.35,20.11,22.23,3
2021,47,0.39,4.5,12.12,40.41,26.27,3
2021,48,0.36,0.69,13.53,36.36,24.95,3
2021,49,3.24,0.81,60.64,30.83,45.74,3
2021,50,2.38,4.03,11.76,55.75,33.75,3
2021,51,4.38,1.14,17.12,30.33,23.72,3
2021,52,3.45,4.02,46.89,23.54,35.22,3
2022,1,0.72,2.75,24.67,23.68,24.18,3
2022,2,0.1,0.39,48.9,24.17,36.53,3
2022,3,4.47,4.97,43.25,37.8,40.53,3
2022,4,1.6,3.41,28.33,38.82,33.57,3
2022,5,0.38,2.43,32.46,32.46,32.46,3
2022,6,2.73,3.77,14.18,30.37,22.28,3
2022,7,0.23,2.27,46.09,41.29,43.69,3
2022,8,2.91,0.88,53.12,47.62,50.37,3
2022,9,2.45,1.07,10.71,53.16,31.93,3
2022,10,3.75,3.01,32.08,50.03,41.06,3
2022,11,0.32,3.2,29.29,63.51,46.4,3
2022,12,0.27,0.29,66.18,50.76,58.47,3
2022,13,4.36,0.59,67.86,43.41,55.63,3
2022,14,2.52,3.96,49.8,68.29,59.05,3
2022,15,0.16,2.88,19.55,56.13,37.84,3
2022,16,1.36,3.4,68.31,54.22,61.27,3
2022,17,1.41,1.41,83.52,79.83,81.68,3
2022,18,4.1,1.86,72.62,48.1,60.36,3
2022,19,0.42,3.15,78.77,87.04,82.91,3
2022,20,2.13,0.15,69.47,62.22,65.84,3
2022,21,1.95,1.38,55.44,67.95,61.7,3
2022,22,1.86,2.81,68.07,37.78,52.92,3
2022,23,4.28,1.2,80.04,49.49,64.77,3
2022,24,2.87,1.89,100.0,66.29,83.14,3
2022,25,1.91,2.71,65.94,65.4,65.67,3
2022,26,3.31,3.82,68.8,59.11,63.95,3
2022,27,1.32,2.91,43.3,78.43,60.87,3
2022,28,3.34,1.85,67.3,74.76,71.03,3
2022,29,3.56,1.86,42.28,51.73,47.01,3
2022,30,4.28,3.72,55.9,45.99,50.95,3
2022,31,0.47,0.34,71.37,55.26,63.32,3
2022,32,3.04,3.27,63.11,49.17,56.14,3
2022,33,1.12,3.15,73.34,64.85,69.09,3
2022,34,1.24,0.39,64.29,54.96,59.62,3
2022,35,1.49,2.9,71.36,61.5,66.43,3
2022,36,0.58,3.75,48.66,43.31,45.99,3
2022,37,3.18,0.31,43.45,53.7,48.58,3
2022,38,1.22,3.26,22.42,36.42,29.42,3
2022,39,4.68,4.72,61.59,56.37,58.98,3
2022,40,1.74,3.61,36.68,79.01,57.85,3
2022,41,1.27,1.62,49.83,42.27,46.05,3
2022,42,0.59,2.33,51.66,32.88,42.27,3
2022,43,2.11,2.62,23.81,37.25,30.53,3
2022,44,4.8,4.9,33.79,28.7,31.25,3
2022,45,1.5,4.99,53.33,72.03,62.68,3
2022,46,0.11,1.81,25.91,15.31,20.61,3
2022,47,2.85,2.9,32.33,32.97,32.65,3
2022,48,0.12,1.73,43.13,28.07,35.6,3
2022,49,1.25,2.75,40.17,38.18,39.17,3
2022,50,0.35,2.18,46.07,36.4,41.24,3
2022,51,2.95,1.66,18.68,39.24,28.96,3
2022,52,2.17,3.35,15.49,11.27,13.38,3
2023,1,4.63,4.7,21.46,50.33,35.9,3
2023,2,1.46,1.37,61.36,19.26,40.31,3
2023,3,0.92,4.43,49.05,58.44,53.75,3
2023,4,3.45,0.65,20.53,57.03,38.78,3
2023,5,0.3,1.76,19.57,40.02,29.79,3
2023,6,3.4,0.83,46.48,30.94,38.71,3
2023,7,4.21,3.65,63.04,44.41,53.72,3
2023,8,1.31,1.15,57.67,34.97,46.32,3
2023,9,0.36,0.39,76.52,54.29,65.4,3
2023,10,3.06,2.2,56.95,54.39,55.67,3
2023,11,2.94,1.67,59.6,60.49,60.04,3
2023,12,1.51,1.76,49.44,37.72,43.58,3
2023,13,4.05,0.81,37.87,56.05,46.96,3
2023,14,2.48,1.87,84.43,55.42,69.93,3
2023,15,4.95,3.19,79.26,57.49,68.38,3
2023,16,2.61,1.5,86.2,65.38,75.79,3
2023,17,2.94,3.33,69.43,74.19,71.81,3
2023,18,1.13,2.39,73.07,70.46,71.76,3
2023,19,4.7,4.09,68.33,67.67,68.0,3
2023,20,1.59,3.25,50.65,79.94,65.3,3
2023,21,3.83,1.63,89.91,60.86,75.39,3
2023,22,1.68,2.12,69.09,87.68,78.38,3
2023,23,1.51,1.82,65.79,74.47,70.13,3
2023,24,0.82,4.11,73.29,47.33,60.31,3
2023,25,0.71,4.89,76.84,47.96,62.4,3
2023,26,3.87,3.6,88.17,61.83,75.0,3
2023,27,3.95,4.79,50.35,73.87,62.11,3
2023,28,0.7,0.58,45.08,45.9,45.49,3
2023,29,2.41,3.35,94.43,74.57,84.5,3
2023,30,0.42,2.52,64.8,66.28,65.54,3
2023,31,0.79,4.39,47.92,61.09,54.5,3
2023,32,2.0,4.84,43.29,43.83,43.56,3
2023,33,4.96,1.81,71.15,50.22,60.69,3
2023,34,1.38,1.1,46.07,58.67,52.37,3
2023,35,4.3,4.31,43.13,49.29,46.21,3
2023,36,3.25,3.77,76.59,33.48,55.03,3
2023,37,3.19,3.54,71.09,85.83,78.46,3
2023,38,1.42,2.79,25.53,32.18,28.85,3
2023,39,2.09,4.2,52.14,19.06,35.6,3
2023,40,2.92,1.98,42.6,34.05,38.33,3
2023,41,1.48,4.37,58.67,37.26,47.97,3
2023,42,3.89,3.1,41.06,49.16,45.11,3
2023,43,1.49,0.86,42.81,39.11,40.96,3
2023,44,1.01,4.55,45.69,19.63,32.66,3
2023,45,1.32,1.63,48.88,33.34,41.11,3
2023,46,2.01,3.23,41.42,35.8,38.61,3
2023,47,2.57,0.42,21.91,34.33,28.12,3
2023,48,1.96,3.24,34.94,40.92,37.93,3
2023,49,4.13,4.13,35.07,27.24,31.15,3
2023,50,2.65,4.84,15.34,24.3,19.82,3
2023,51,3.92,4.61,27.29,43.33,35.31,3
2023,52,1.41,1.78,42.28,29.62,35.95,3
1982,1,4.23,2.69,32.79,19.64,26.22,4
1982,2,2.86,2.96,28.24,31.22,29.73,4
1982,3,3.79,4.56,23.56,40.44,32.0,4
1982,4,4.58,3.25,63.96,41.1,52.53,4
1982,5,1.38,2.96,56.49,52.72,54.6,4
1982,6,4.5,3.14,33.38,52.86,43.12,4
1982,7,2.07,4.21,71.22,30.56,50.89,4
1982,8,2.6,3.34,59.24,45.92,52.58,4
1982,9,4.21,3.02,37.98,53.23,45.61,4
1982,10,0.93,0.73,56.72,79.7,68.21,4
1982,11,4.38,4.05,43.35,52.84,48.09,4
1982,12,4.97,1.78,55.79,46.27,51.03,4
1982,13,3.4,3.27,43.87,50.82,47.34,4
1982,14,3.37,2.52,58.14,45.67,51.91,4
1982,15,3.46,3.12,76.35,65.13,70.74,4
1982,16,4.11,1.15,45.97,55.24,50.61,4
1982,17,3.9,2.05,67.37,70.3,68.84,4
1982,18,3.41,3.47,65.42,70.68,68.05,4
1982,19,2.85,3.58,73.12,73.11,73.12,4
1982,20,0.64,0.47,57.76,71.02,64.39,4
1982,21,3.12,4.79,68.86,36.39,52.62,4
1982,22,2.7,1.18,87.2,55.89,71.54,4
1982,23,0.71,2.59,75.7,66.13,70.91,4
1982,24,3.14,4.22,67.77,60.71,64.24,4
1982,25,4.56,1.58,65.25,85.25,75.25,4
1982,26,4.5,4.01,66.2,83.6,74.9,4
1982,27,3.37,3.72,65.61,65.64,65.63,4
1982,28,0.16,1.38,66.88,82.76,74.82,4
1982,29,4.22,0.61,78.06,55.97,67.02,4
1982,30,4.32,3.77,42.56,54.97,48.76,4
1982,31,1.0,1.97,81.75,45.39,63.57,4
1982,32,4.39,3.43,39.21,49.44,44.32,4
1982,33,0.19,1.8,42.87,45.61,44.24,4
1982,34,3.53,2.12,28.09,56.16,42.13,4
1982,35,1.39,2.05,58.56,49.75,54.15,4
1982,36,1.17,1.58,29.48,42.53,36.01,4
1982,37,3.44,2.34,53.25,54.36,53.8,4
1982,38,0.46,1.72,19.01,47.11,33.06,4
1982,39,0.53,1.39,32.44,44.6,38.52,4
1982,40,0.68,1.21,21.22,23.61,22.42,4
1982,41,1.7,0.45,35.68,40.18,37.93,4
1982,42,1.7,0.72,23.93,58.34,41.14,4
1982,43,4.93,4.19,24.17,29.89,27.03,4
1982,44,1.35,0.61,33.91,36.43,35.17,4
1982,45,2.27,3.2,21.49,41.54,31.52,4
1982,46,3.95,3.89,37.21,36.51,36.86,4
1982,47,0.79,1.55,33.66,34.96,34.31,4
1982,48,4.01,1.77,28.69,19.69,24.19,4
1982,49,2.38,3.96,31.48,45.71,38.59,4
1982,50,1.29,1.48,33.26,31.49,32.37,4
1982,51,2.93,3.28,43.23,37.94,40.58,4
1982,52,4.15,2.15,20.33,46.06,33.2,4
1983,1,1.31,1.22,25.0,24.09,24.54,4
1983,2,3.37,2.94,20.94,30.78,25.86,4
1983,3,3.87,0.74,15.08,53.93,34.51,4
1983,4,2.69,1.69,11.93,46.34,29.13,4
1983,5,3.74,0.96,42.5,43.77,43.13,4
1983,6,2.24,4.71,46.57,40.51,43.54,4
1983,7,4.64,3.34,50.84,43.17,47.0,4
1983,8,4.19,2.93,39.24,31.6,35.42,4
1983,9,4.55,0.67,52.08,52.01,52.04,4
1983,10,0.42,1.68,49.37,58.87,54.12,4
1983,11,3.7,3.48,68.99,45.44,57.22,4
1983,12,0.4,0.5,63.29,38.6,50.94,4
1983,13,3.18,0.35,57.5,52.9,55.2,4
1983,14,0.6,1.16,70.83,51.47,61.15,4
1983,15,1.35,4.99,78.82,55.44,67.13,4
1983,16,0.7,3.43,44.75,41.07,42.91,4
1983,17,1.19,2.0,75.0,45.25,60.13,4
1983,18,0.86,3.08,72.98,70.13,71.55,4
1983,19,2.38,1.38,56.52,66.09,61.31,4
1983,20,0.88,0.7,91.45,61.87,76.66,4
1983,21,3.23,2.35,47.09,57.28,52.18,4
1983,22,4.15,2.09,94.84,73.66,84.25,4
1983,23,2.23,4.49,53.0,77.92,65.46,4
1983,24,0.23,0.6,86.94,59.52,73.23,4
1983,25,4.76,2.24,50.44,76.3,63.37,4
1983,26,3.86,2.43,96.01,55.36,75.69,4
1983,27,1.67,0.96,77.74,54.88,66.31,4
1983,28,4.86,3.2,55.38,65.19,60.29,4
1983,29,2.61,1.7,52.36,60.38,56.37,4
1983,30,0.9,3.86,80.89,42.85,61.87,4
1983,31,1.89,4.92,73.4,60.42,66.91,4
1983,32,0.23,3.67,65.37,57.75,61.56,4
1983,33,2.85,0.41,77.02,59.49,68.25,4
1983,34,4.11,0.31,49.25,55.54,52.4,4
1983,35,3.2,4.88,46.11,43.69,44.9,4
1983,36,2.39,1.68,65.96,45.02,55.49,4
1983,37,2.07,1.73,23.19,53.18,38.19,4
1983,38,2.57,0.71,39.78,64.94,52.36,4
1983,39,4.52,1.08,51.61,62.49,57.05,4
1983,40,1.4,3.37,52.37,56.16,54.26,4
1983,41,1.62,1.02,44.03,51.66,47.85,4
1983,42,0.22,2.05,24.69,49.32,37.01,4
1983,43,0.32,1.03,15.8,37.96,26.88,4
1983,44,2.82,0.82,25.03,40.58,32.8,4
1983,45,0.59,0.95,25.71,21.73,23.72,4
1983,46,3.77,0.47,11.39,21.85,16.62,4
1983,47,3.85,1.62,34.63,39.13,36.88,4
1983,48,0.71,0.32,23.51,40.51,32.01,4
1983,49,4.6,1.44,27.54,39.51,33.52,4
1983,50,4.34,4.76,30.03,44.88,37.46,4
1983,51,3.62,1.57,18.3,14.2,16.25,4
1983,52,2.67,0.7,28.98,37.08,33.03,4
1984,1,4.21,1.05,16.95,26.21,21.58,4
1984,2,2.54,1.25,41.82,44.6,43.21,4
1984,3,0.14,2.7,32.08,20.39,26.23,4
1984,4,4.32,4.27,44.41,41.03,42.72,4
1984,5,4.46,4.71,30.4,52.59,41.49,4
1984,6,2.13,1.74,7.39,42.26,24.82,4
1984,7,2.86,2.37,50.78,29.39,40.09,4
1984,8,0.39,1.84,24.82,66.22,45.52,4
1984,9,1.88,1.04,56.09,64.23,60.16,4
1984,10,3.27,4.08,62.7,53.46,58.08,4
1984,11,4.49,3.89,79.53,53.95,66.74,4
1984,12,4.53,3.15,52.65,63.77,58.21,4
1984,13,0.95,3.34,71.26,60.46,65.86,4
1984,14,2.09,2.89,51.04,67.09,59.07,4
1984,15,0.58,0.59,52.84,58.8,55.82,4
1984,16,3.74,2.91,50.07,50.08,50.07,4
1984,17,4.26,3.57,34.49,59.18,46.84,4
1984,18,4.14,2.59,71.25,83.48,77.36,4
1984,19,3.38,1.44,58.01,63.98,61.0,4
1984,20,4.35,4.8,66.89,68.32,67.61,4
1984,21,0.84,3.23,64.72,71.6,68.16,4
1984,22,3.42,2.86,55.8,64.56,60.18,4
1984,23,2.91,2.26,74.54,77.09,75.82,4
1984,24,0.78,2.29,78.94,64.3,71.62,4
1984,25,1.49,1.51,57.1,87.49,72.29,4
1984,26,4.37,2.58,58.17,49.65,53.91,4
1984,27,0.62,4.53,58.55,46.8,52.68,4
1984,28,1.8,4.2,70.84,61.68,66.26,4
1984,29,0.26,3.07,61.07,59.43,60.25,4
1984,30,4.11,1.32,54.94,37.74,46.34,4
1984,31,2.51,4.16,74.11,52.87,63.49,4
1984,32,0.92,4.59,39.23,37.14,38.18,4
1984,33,2.13,2.33,75.37,50.84,63.1,4
1984,34,1.18,1.64,48.85,58.45,53.65,4
1984,35,1.86,4.99,44.17,66.73,55.45,4
1984,36,3.15,4.03,29.11,42.3,35.7,4
1984,37,0.28,2.68,50.28,40.41,45.34,4
1984,38,2.39,4.64,32.32,33.45,32.89,4
1984,39,3.33,0.13,47.63,46.5,47.06,4
1984,40,3.25,4.91,47.32,39.97,43.65,4
1984,41,1.88,1.7,31.41,31.7,31.55,4
1984,42,3.25,1.63,31.26,20.82,26.04,4
1984,43,2.35,2.83,38.39,33.35,35.87,4
1984,44,2.84,4.62,48.17,36.32,42.25,4
1984,45,1.84,2.66,4.21,37.86,21.04,4
1984,46,1.2,3.33,60.46,39.71,50.08,4
1984,47,2.46,4.96,40.94,48.51,44.73,4
1984,48,4.13,1.14,16.74,32.51,24.63,4
1984,49,0.18,0.88,17.25,41.78,29.51,4
1984,50,1.07,3.85,17.56,31.96,24.76,4
1984,51,4.22,2.16,40.34,42.07,41.21,4
1984,52,2.41,3.62,32.47,49.2,40.83,4
1985,1,2.2,0.72,41.97,29.07,35.52,4
1985,2,1.17,4.14,13.1,26.4,19.75,4
1985,3,2.81,3.48,45.69,42.37,44.03,4
1985,4,4.2,2.99,53.45,44.88,49.16,4
1985,5,4.66,3.35,48.67,44.0,46.34,4
1985,6,3.04,2.93,30.63,34.46,32.55,4
1985,7,3.85,4.68,28.97,36.65,32.81,4
1985,8,3.98,3.63,62.35,52.81,57.58,4
1985,9,0.63,3.12,43.98,52.15,48.06,4
1985,10,4.82,4.0,54.73,64.85,59.79,4
1985,11,0.63,3.95,47.4,53.64,50.52,4
1985,12,0.34,1.5,64.94,45.43,55.18,4
1985,13,0.15,1.7,77.08,62.83,69.96,4
1985,14,0.47,3.03,45.24,77.35,61.29,4
1985,15,1.51,4.91,77.93,64.46,71.19,4
1985,16,1.81,2.65,36.68,53.64,45.16,4
1985,17,2.93,0.9,66.25,63.12,64.68,4
1985,18,3.67,3.78,66.57,48.05,57.31,4
1985,19,1.98,4.6,63.36,60.9,62.13,4
1985,20,1.69,0.75,39.74,69.87,54.8,4
1985,21,4.85,2.56,91.29,62.96,77.12,4
1985,22,3.81,0.45,77.43,53.86,65.65,4
1985,23,2.42,2.85,74.08,68.47,71.28,4
1985,24,0.18,0.7,84.56,79.09,81.82,4
1985,25,2.26,2.77,76.81,56.76,66.79,4
1985,26,3.77,2.27,58.45,78.09,68.27,4
1985,27,4.83,3.88,45.03,49.94,47.48,4
1985,28,0.47,1.61,58.49,67.35,62.92,4
1985,29,1.45,2.28,86.28,79.39,82.83,4
1985,30,2.76,4.74,30.9,62.82,46.86,4
1985,31,3.56,2.95,60.3,48.87,54.58,4
1985,32,1.62,1.94,26.04,56.04,41.04,4
1985,33,3.88,2.92,40.14,59.88,50.01,4
1985,34,4.82,0.2,54.92,32.49,43.7,4
1985,35,3.23,1.14,48.84,35.17,42.0,4
1985,36,4.4,1.71,52.91,57.05,54.98,4
1985,37,1.34,4.57,41.39,61.59,51.49,4
1985,38,2.74,3.81,48.4,46.2,47.3,4
1985,39,3.71,3.94,42.88,41.82,42.35,4
1985,40,2.15,0.61,36.6,29.16,32.88,4
1985,41,1.57,2.22,58.87,38.48,48.67,4
1985,42,3.83,3.61,59.44,46.88,53.16,4
1985,43,2.72,3.94,32.56,39.79,36.17,4
1985,44,2.12,4.71,42.35,48.1,45.23,4
1985,45,3.8,3.38,31.78,46.05,38.92,4
1985,46,0.85,1.25,39.57,43.13,41.35,4
1985,47,4.07,2.53,42.29,28.55,35.42,4
1985,48,1.63,0.35,48.45,38.73,43.59,4
1985,49,3.97,1.9,43.01,34.56,38.79,4
1985,50,4.19,3.36,32.87,28.18,30.53,4
1985,51,4.56,1.45,15.47,33.03,24.25,4
1985,52,4.91,3.33,40.78,29.36,35.07,4
1986,1,0.2,1.04,9.9,49.1,29.5,4
1986,2,4.43,1.02,16.74,40.91,28.83,4
1986,3,3.06,1.7,59.8,75.23,67.52,4
1986,4,3.53,3.22,34.39,52.63,43.51,4
1986,5,2.8,4.5,42.91,30.8,36.86,4
1986,6,4.93,0.21,37.2,37.31,37.26,4
1986,7,3.27,1.17,58.0,63.92,60.96,4
1986,8,0.57,0.47,39.63,28.8,34.22,4
1986,9,2.05,1.54,49.8,38.19,44.0,4
1986,10,2.12,1.09,34.58,42.24,38.41,4
1986,11,4.75,0.54,41.71,56.32,49.01,4
1986,12,0.78,0.96,63.69,56.71,60.2,4
1986,13,1.62,2.92,44.54,45.56,45.05,4
1986,14,1.31,3.07,58.08,53.09,55.59,4
1986,15,2.19,1.9,61.55,62.64,62.09,4
1986,16,1.64,4.87,61.89,66.12,64.0,4
1986,17,0.19,3.77,67.71,67.95,67.83,4
1986,18,0.88,2.66,50.27,43.28,46.77,4
1986,19,4.7,1.05,54.73,74.47,64.6,4
1986,20,4.26,4.77,71.54,57.21,64.37,4
1986,21,4.89,4.61,58.95,72.02,65.48,4
1986,22,2.82,2.27,73.03,50.32,61.67,4
1986,23,2.68,3.92,51.66,71.33,61.5,4
1986,24,4.76,3.83,60.85,47.78,54.31,4
1986,25,2.18,3.89,47.82,69.08,58.45,4
1986,26,3.34,0.57,60.36,72.4,66.38,4
1986,27,1.2,0.49,68.34,58.37,63.35,4
1986,28,4.0,3.35,66.23,83.5,74.86,4
1986,29,1.39,3.04,51.19,74.38,62.78,4
1986,30,2.66,1.21,71.36,53.79,62.57,4
1986,31,0.5,0.64,69.45,60.34,64.89,4
1986,32,2.39,2.89,57.66,53.0,55.33,4
1986,33,3.87,4.92,70.19,55.5,62.85,4
1986,34,4.78,0.12,41.97,53.01,47.49,4
1986,35,1.21,2.51,31.52,44.66,38.09,4
1986,36,1.9,1.68,57.6,38.43,48.02,4
1986,37,0.8,3.57,80.23,24.46,52.34,4
1986,38,0.98,3.83,39.96,53.66,46.81,4
1986,39,0.94,4.91,22.54,52.15,37.34,4
1986,40,0.97,4.11,48.99,39.61,44.3,4
1986,41,3.69,4.47,26.23,41.53,33.88,4
1986,42,2.28,3.79,44.37,30.93,37.65,4
1986,43,4.67,1.78,33.25,22.95,28.1,4
1986,44,3.61,4.53,44.98,56.4,50.69,4
1986,45,4.98,0.87,25.6,28.78,27.19,4
1986,46,3.45,1.21,45.85,47.39,46.62,4
1986,47,1.01,3.34,40.34,22.07,31.2,4
1986,48,1.57,4.74,0.0,33.19,16.59,4
1986,49,4.75,3.3,73.01,39.55,56.28,4
1986,50,4.07,4.29,23.53,46.26,34.89,4
1986,51,3.66,0.59,21.22,16.66,18.94,4
1986,52,4.58,1.45,24.63,39.48,32.05,4
1987,1,1.42,2.08,17.64,39.03,28.34,4
1987,2,2.67,1.12,31.06,56.09,43.58,4
1987,3,0.9,1.27,46.99,66.37,56.68,4
1987,4,1.78,0.75,19.24,53.74,36.49,4
1987,5,3.41,3.73,10.9,52.09,31.5,4
1987,6,2.59,1.33,16.63,50.31,33.47,4
1987,7,2.52,4.83,45.98,48.4,47.19,4
1987,8,0.57,2.76,15.78,52.83,34.3,4
1987,9,3.29,3.83,24.05,66.67,45.36,4
1987,10,3.44,4.4,39.86,19.8,29.83,4
